ProbeID,Variance
205825_at,3.613023511970259
203789_s_at,3.610255062318302
202376_at,3.6012110620771436
204014_at,3.5968508951455864
228100_at,3.596007697372004
212670_at,3.595250502469446
213880_at,3.5947751110090507
230497_at,3.5931548531360566
238878_at,3.589080306942106
205430_at,3.5878171023708476
204722_at,3.581446121949521
221667_s_at,3.5799064090992756
212664_at,3.579009728534055
229331_at,3.5770722255875564
1554524_a_at,3.576189815795729
232054_at,3.5735744157222986
206306_at,3.573008044649064
236734_at,3.5726760354585103
238021_s_at,3.57155547714364
1556329_a_at,3.5682111085806554
202363_at,3.5618702271513154
205651_x_at,3.5574819480577613
205590_at,3.5534576064880135
1569469_a_at,3.551475499301773
224997_x_at,3.55079548324431
203295_s_at,3.550368357086766
235753_at,3.5477123575274883
225911_at,3.545803674892832
214217_at,3.5428281445495307
223381_at,3.5382190749068414
218585_s_at,3.5353755542486724
1554784_at,3.5320130023662966
211203_s_at,3.5300271698996752
1559283_a_at,3.5296905028497334
213844_at,3.525179361697291
239183_at,3.524620494241188
241382_at,3.5222364656039526
206858_s_at,3.5203408107917284
242881_x_at,3.5198398119685836
207014_at,3.515613335064322
228598_at,3.5149254814567987
228462_at,3.510989161259134
1557256_a_at,3.5029423415250003
213194_at,3.5028874984579983
205110_s_at,3.500664099074998
212909_at,3.498910882998875
1556444_a_at,3.496544649620284
206084_at,3.4961730597566922
1556095_at,3.4942108953216335
207850_at,3.492434865577908
214432_at,3.490395187028015
202037_s_at,3.488052419382022
244403_at,3.486699424522744
225645_at,3.4822438524308623
204471_at,3.4786521585542203
227289_at,3.4783425278848497
215225_s_at,3.4714684281031336
204424_s_at,3.4669132014047217
226424_at,3.4646671645507654
215108_x_at,3.4576476536054215
238852_at,3.456363052725353
1555801_s_at,3.4541848428962085
205523_at,3.453379089820227
204720_s_at,3.4519560975058288
209897_s_at,3.4515850258395897
219230_at,3.4486276292339526
213664_at,3.4425940211060633
227949_at,3.440215585361509
205466_s_at,3.438724426312045
209631_s_at,3.434658461595722
213592_at,3.4309142158654513
202435_s_at,3.428600968525839
236532_at,3.427682057311664
219908_at,3.427159085811459
203962_s_at,3.42699603323642
229085_at,3.4245371777363256
227053_at,3.4212799515810652
229975_at,3.4128987928227477
219415_at,3.410986885933401
1555786_s_at,3.4108682558961902
206376_at,3.409634488752296
221236_s_at,3.4062150597441474
211527_x_at,3.4051089089863047
1564841_at,3.404323838261315
210675_s_at,3.404237481329589
237169_at,3.4005994633871777
207299_s_at,3.4003248977220393
226237_at,3.3991025573203837
223737_x_at,3.3950892812589912
238584_at,3.3886967834122466
224400_s_at,3.3859589846373255
229816_at,3.383410090956286
205898_at,3.3817924986943533
1556711_at,3.380858589243736
213929_at,3.3791968896427695
238426_at,3.3788512511178515
226517_at,3.3762484291580726
203413_at,3.374869191111572
214046_at,3.372905664753883
1553734_at,3.3725039847128846
216452_at,3.36605513012794
220168_at,3.363621901538529
228863_at,3.362663873209336
235892_at,3.359950872643377
206291_at,3.356136646387273
206013_s_at,3.3523389003738773
230849_at,3.348822035029033
212224_at,3.347682767154402
203961_at,3.345995157563442
232720_at,3.345658400575785
203764_at,3.3450837749892255
229963_at,3.3446926590294095
240713_s_at,3.3423103961655563
205646_s_at,3.3420605233600904
204058_at,3.340639536687909
1558189_a_at,3.3364504185846293
233326_at,3.3360982281173763
33767_at,3.3312722100139442
240857_at,3.3311695612676147
219937_at,3.329708520134607
1554340_a_at,3.329014385737966
204995_at,3.3260405798619725
233516_s_at,3.323709876517812
231336_at,3.3233935605153095
237168_at,3.322653059238476
1556583_a_at,3.321730969432549
232603_at,3.3197992432426346
222043_at,3.315974951911214
224894_at,3.3155023248162685
201983_s_at,3.3101822326543604
243087_at,3.3083408969485335
230785_at,3.305890848331642
41660_at,3.3052912682198743
223395_at,3.304735259504097
205638_at,3.304207977500902
230237_at,3.302369156722553
219497_s_at,3.3015356320479836
225491_at,3.2975848363858566
236081_at,3.297382640976247
202270_at,3.2968435674128003
210121_at,3.2960228422938638
205352_at,3.295420814438946
206243_at,3.2952004086541553
1565162_s_at,3.2950363283773156
227441_s_at,3.285612518158505
228850_s_at,3.2840639831565857
235004_at,3.2828888841657187
201525_at,3.282204959742726
235147_at,3.281843869709183
1553440_at,3.280912804145206
239710_at,3.280702411899355
220432_s_at,3.280026343792827
204748_at,3.2794453385808975
1555602_a_at,3.27848012338505
204684_at,3.278335954203307
203963_at,3.273302308134578
213150_at,3.273216666565249
239776_at,3.272056294001757
236468_at,3.2695498212516716
204591_at,3.268832536401458
1568606_at,3.2671229371703423
241198_s_at,3.266902938193248
239340_at,3.2668623368055876
240026_x_at,3.2665500558742413
214734_at,3.2635391938929033
237939_at,3.263202426478891
211161_s_at,3.2626949105555036
210611_s_at,3.260905556561987
205029_s_at,3.2597276470319345
233499_at,3.2565069090427974
229029_at,3.2562592335363316
231220_at,3.255670435487876
239767_at,3.254807094172922
206700_s_at,3.248727570816515
242193_at,3.2378810836802834
206336_at,3.236644441061509
207323_s_at,3.235437125499649
215311_at,3.2344001182207536
232523_at,3.232299576122202
202503_s_at,3.231546145074975
235228_at,3.224283982351673
219778_at,3.2212062857274457
205478_at,3.221008714852009
215506_s_at,3.2181463076951875
232305_at,3.2179285221782608
1569110_x_at,3.2169191509662487
203397_s_at,3.214299119307561
229169_at,3.2140624078912357
228658_at,3.212319048360956
223699_at,3.212124665579895
209914_s_at,3.2087639234284087
202917_s_at,3.2080296482196737
202269_x_at,3.207964040108302
205445_at,3.2041432586243133
203706_s_at,3.203837973985289
209990_s_at,3.2019589031332063
227803_at,3.2017987103022754
230135_at,3.200699697750668
227174_at,3.1998186136485205
242828_at,3.197733602850121
224851_at,3.1952694702267332
209655_s_at,3.1917830665244136
232541_at,3.1900991937444645
216663_s_at,3.1881893177067004
222005_s_at,3.1869750746251717
236915_at,3.1834730925087253
241717_at,3.181101395566422
227697_at,3.180412249167591
1552767_a_at,3.1778410474328176
213395_at,3.1776226561273293
244623_at,3.177452710893085
205001_s_at,3.1771744492841196
231240_at,3.1758841201426975
218704_at,3.1743242811031416
236641_at,3.174039874867106
225285_at,3.173031279787226
214183_s_at,3.171776496170584
228335_at,3.1706024273132027
206678_at,3.1689116279763976
219949_at,3.1664345515294685
227984_at,3.1661771906033453
209686_at,3.1653291084479482
231986_at,3.1652805397195714
204081_at,3.1645103981309566
206022_at,3.163232101542052
239722_at,3.163215338020607
210117_at,3.162587900197346
204990_s_at,3.1621245993741502
209915_s_at,3.1615516610490455
205691_at,3.1614903623318193
212671_s_at,3.1601170130854483
230593_at,3.157393337852568
206196_s_at,3.1570731543906927
205827_at,3.152403253357287
223611_s_at,3.1488715249342367
227176_at,3.1445606006663636
235781_at,3.1428584226579823
214071_at,3.137322168617832
212354_at,3.135341069686356
203698_s_at,3.134319089565593
214091_s_at,3.1303984293906955
220302_at,3.127570037356834
211564_s_at,3.1251713888961707
242907_at,3.1241763550193107
213831_at,3.121684590452003
229084_at,3.1213676282018548
1559633_a_at,3.121082566894597
230258_at,3.1193253408669186
225681_at,3.1191636048417437
228933_at,3.1187874839852343
239144_at,3.117829294097297
230010_at,3.1170395485593274
238919_at,3.11663523640783
205200_at,3.1160527788623638
205048_s_at,3.1152702157365857
205421_at,3.1136848000365847
1553422_s_at,3.1092450163065726
218883_s_at,3.1080095064533273
229724_at,3.1047391950983596
244745_at,3.1044666493474087
228347_at,3.1040722195562513
206601_s_at,3.1025458433196285
210408_s_at,3.102178594209548
211756_at,3.100300259314268
232781_at,3.099021551977202
36711_at,3.098219956076015
230262_at,3.096512725125795
220313_at,3.0926676489286002
37892_at,3.0922701695361225
236313_at,3.092156943826372
222325_at,3.091182763502577
220405_at,3.088907285413044
209355_s_at,3.087908770467851
214650_x_at,3.0870719257456476
201110_s_at,3.0844773906880993
238692_at,3.0789932742271398
219196_at,3.0773201772107392
232165_at,3.075770539207136
219932_at,3.0756369667099785
209278_s_at,3.0745899434417954
227140_at,3.0734162935339753
1558048_x_at,3.072829064204494
205114_s_at,3.0722697740842744
219115_s_at,3.0702559377819796
228186_s_at,3.0686201863673284
1568604_a_at,3.067942739593783
219429_at,3.0677996697883234
227623_at,3.0669719385020633
236918_s_at,3.066901717610187
228302_x_at,3.066834003743389
232060_at,3.0664168648688888
205609_at,3.065668461802262
215719_x_at,3.0615651346371617
230547_at,3.0604600351979094
227830_at,3.0589881825143515
233170_at,3.057520801406435
235831_at,3.055514418006246
229973_at,3.054281688118989
229201_at,3.052310357029774
233136_at,3.0522862890389137
228509_at,3.0513949336960295
207768_at,3.0483063643494193
215303_at,3.0481196406940523
201860_s_at,3.0480050909574747
227612_at,3.0470722807095068
223609_at,3.044861669506331
204719_at,3.0425871904165427
243984_at,3.0421453138414236
1558009_at,3.0403670200038393
219671_at,3.0386744585576424
217546_at,3.0342681190306644
204162_at,3.032303497396229
219643_at,3.031427062967865
230045_at,3.029991802971417
204953_at,3.0284234035966486
1558579_at,3.02764969869612
213245_at,3.025243428745324
234314_at,3.024598971982329
229461_x_at,3.023041225225958
213385_at,3.0227322188976586
222783_s_at,3.018152930563423
205666_at,3.017472499910123
1557181_s_at,3.0150293421470065
210341_at,3.014144986976968
226618_at,3.0108801275846995
201348_at,3.008381819436804
204337_at,3.0079653155381143
227646_at,3.0055430194818706
241782_at,3.0053949323492235
228501_at,3.0044682512077228
223962_at,3.0037316024118113
227154_at,3.003645467288637
236373_at,3.0019358872849864
1556629_a_at,3.000917687347613
240841_at,3.0003935203391583
209685_s_at,3.0000635415835224
219368_at,2.9994484103288563
209763_at,2.9962898162237117
239911_at,2.9957624293460148
209835_x_at,2.9935925162995427
204519_s_at,2.992571812325037
216005_at,2.992061458199568
215646_s_at,2.9889387021559606
203939_at,2.9888654327739177
236714_at,2.9875287282844933
204490_s_at,2.987331943370579
230081_at,2.987223238759637
213050_at,2.9816598348247796
234994_at,2.98055357232402
236044_at,2.9803739849952833
217767_at,2.9771040041579515
223843_at,2.975590152853
230644_at,2.9721132140037776
205952_at,2.9708836444728304
209569_x_at,2.9696775909628106
227758_at,2.9692441599842723
228695_at,2.9652979017294085
205830_at,2.962623838482663
228033_at,2.9590045901546524
228194_s_at,2.958308847844759
204989_s_at,2.958040039906043
213506_at,2.9573410895617602
238003_at,2.957007661772736
203510_at,2.9543466155243445
201324_at,2.953275205635054
231650_s_at,2.953086250215698
201952_at,2.952172984533743
231549_at,2.9520158733873734
242999_at,2.9514958798087116
213558_at,2.9506722848609015
212993_at,2.9490747187551998
1559965_at,2.945411360761161
1555800_at,2.9440504187746734
235077_at,2.9429436845626555
243198_at,2.942375500702178
241902_at,2.9404069905279724
239216_at,2.9403408313254937
216086_at,2.9397876742333744
217901_at,2.9397524907965793
213609_s_at,2.9371319244875274
217452_s_at,2.9363182404418406
238022_at,2.9358877647065404
218541_s_at,2.9348827890844316
230741_at,2.9339137635496266
229039_at,2.932428464508882
206030_at,2.9312023398316023
226558_at,2.92967307844107
224339_s_at,2.9265518685452623
1568249_at,2.925663557792841
239822_at,2.9237776671232045
202912_at,2.920774779952001
205440_s_at,2.919992491439616
243681_at,2.9195748076870496
209642_at,2.919511930351233
212063_at,2.917610706525981
225990_at,2.9146833235018565
225792_at,2.9143765095339775
206849_at,2.912047057280323
207039_at,2.9114044425317385
238133_at,2.909263355685107
1555229_a_at,2.9089260159436447
201744_s_at,2.906875673635688
242054_s_at,2.906355243139381
243998_at,2.9058294424601967
244113_at,2.9050174899876096
207659_s_at,2.9029226930849132
236717_at,2.9022268381470644
218039_at,2.8990225024054643
224847_at,2.8986556298115613
201340_s_at,2.898621998911576
209708_at,2.8981258945970434
208712_at,2.8971778196780393
225639_at,2.897043205251766
1558010_s_at,2.895626858353959
233944_at,2.8937524553097145
219872_at,2.8887351138522566
244370_at,2.8880876439806276
205577_at,2.885083378203398
209839_at,2.8842104068526733
209504_s_at,2.8816975972748513
229065_at,2.8811968587939734
235225_at,2.8797327221493636
214983_at,2.8778318828278797
203498_at,2.8776192937730416
230962_at,2.877477754413286
230650_at,2.8772524233031107
204822_at,2.8763908196400614
226272_at,2.8753791122631123
211597_s_at,2.8752315291194894
214956_at,2.8738322436953916
214279_s_at,2.8683703411914125
204439_at,2.8667032155062593
213960_at,2.8654856924277032
236783_at,2.8637038805689006
223503_at,2.8633116217546446
229818_at,2.862803791134929
209829_at,2.860682069575476
235794_at,2.859243987541772
203908_at,2.855195311368361
212226_s_at,2.8536920109434267
208451_s_at,2.852328544437544
204410_at,2.8509777564188266
204489_s_at,2.850608484132197
205637_s_at,2.850042281075637
222108_at,2.8499422251080606
204470_at,2.8485148366712325
1567628_at,2.8454588270915355
243610_at,2.8437489830422407
235658_at,2.8435096901165413
227462_at,2.83947977767774
1557051_s_at,2.839450262443253
1557286_at,2.8388065194733656
205970_at,2.8386901894184233
219985_at,2.838158772586581
219410_at,2.8370259560016367
219107_at,2.836707713734739
230601_s_at,2.8340235165934597
231044_at,2.8335710931992324
1554474_a_at,2.828469089989612
243884_at,2.827948466479618
242765_at,2.8243986631095663
231120_x_at,2.824085317936752
232231_at,2.8207420072205838
226071_at,2.8198620772402476
232416_at,2.8177095587849985
231175_at,2.81769427199716
44790_s_at,2.8166239750663635
209909_s_at,2.814006523523614
220308_at,2.8137205792489093
41577_at,2.8131034488676643
223708_at,2.8108494366069414
206201_s_at,2.8102842247450557
1552521_a_at,2.8090375006705015
205208_at,2.8081669037499486
231257_at,2.803499112493538
203540_at,2.803051614382698
203697_at,2.8028587073549764
236335_at,2.8021251242694127
203304_at,2.8007148587371753
214596_at,2.800097029340959
230869_at,2.799160568450193
215870_s_at,2.79899743762203
204915_s_at,2.7976802600543844
209905_at,2.7958304253696125
202507_s_at,2.795111630977636
217763_s_at,2.7927746588475486
209803_s_at,2.7924498860251394
212014_x_at,2.792115651060059
206732_at,2.7875094376730964
206462_s_at,2.786942794954213
229649_at,2.782924862556803
207828_s_at,2.782866327643326
229994_at,2.7828260692255404
205814_at,2.7824744827420873
209172_s_at,2.781343058950161
215306_at,2.7810456763088363
214087_s_at,2.779169876944481
201852_x_at,2.778681010705609
210303_at,2.775761972744324
228245_s_at,2.771275917886855
235070_at,2.7711681623487276
1553411_s_at,2.7674286432894677
226145_s_at,2.7644556251515895
207197_at,2.763601724575698
226974_at,2.7629733834907344
233071_at,2.7626776403787123
221530_s_at,2.762279759671366
204239_s_at,2.7619777501470484
231489_x_at,2.759864008122736
221898_at,2.7572537334729676
1553765_a_at,2.7556959283881883
231935_at,2.7552567797093483
202627_s_at,2.753973074914035
217022_s_at,2.7538267768164535
235201_at,2.7483651551158244
203548_s_at,2.7465616156669066
231358_at,2.7458818282344235
210508_s_at,2.7458181087049036
209480_at,2.74576452275755
215522_at,2.745161190003792
203649_s_at,2.739405665352506
205795_at,2.7386992635356426
229427_at,2.738416813843124
222124_at,2.7379036195790785
204380_s_at,2.7378341154265438
219301_s_at,2.7378250771325283
208228_s_at,2.7366552346643958
205016_at,2.7348060880887632
238727_at,2.7334562814664647
214677_x_at,2.733317458137261
212992_at,2.7333034864831673
242301_at,2.733018939389672
227048_at,2.730506598206092
236088_at,2.730222698024296
202095_s_at,2.7299485217781068
204914_s_at,2.7271786271157117
220559_at,2.723908925158485
204359_at,2.7189117012769963
206115_at,2.718536281402733
206408_at,2.7179032166475285
